v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22
1237,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2862,2,660000,-0.5,0.5,768139,821909,722051,10181,25085664
1238,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6263,2,950000,-0.5,0.5,1092909,1158484,1027334,-4878,25075789
1239,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2789,2,523706,-0.5,0.5,764046,802248,718203,10851,25085755
1240,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2862,2,568859,-0.5,0.5,773657,820076,719501,7766,25085656
1241,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,5224,2,462902,-0.5,0.5,999755,1079735,919775,1973,25075790
1242,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3604,2,495131,-0.5,0.5,821695,862780,772393,4015,25074047
1243,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2738,2,525952,-0.5,0.5,765441,811367,719515,11282,25085677
1244,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4456,2,725000,-0.5,0.5,818109,883558,769022,3618,25074205
1245,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6228,2,572749,-0.5,0.5,806737,871276,758333,271,25074211
1246,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2738,2,655092,-0.5,0.5,762326,815689,716586,9333,25085661
1247,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,5662,2,887733,-0.5,0.5,1071603,1157331,964443,2992,25075784
1248,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,5333,2,603431,-0.5,0.5,683530,731377,628848,4581,25075791
1249,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3091,2,575345,-0.5,0.5,778346,825047,723862,6982,25085648
1250,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2359,2,612000,-0.5,0.5,661787,708112,622080,-7215,25085570
1251,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2303,2,385864,-0.5,0.5,665409,725296,618830,-7449,25085550
1252,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2738,2,645000,-0.5,0.5,756576,809536,711181,11485,25085669
1253,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,5072,2,860165,-0.5,0.5,843045,902058,775601,-5553,25075856
1254,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2738,2,660000,-0.5,0.5,767707,813769,721645,9778,25085663
1255,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,5127,2,538612,-0.5,0.5,997166,1076939,917393,1558,25075792
1256,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2743,2,612000,-0.5,0.5,699201,748145,643265,384,25085585
1257,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2303,2,559956,-0.5,0.5,663629,716719,630448,-9046,25085504
1258,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2303,2,624240,-0.5,0.5,661191,714086,628131,-8160,25085565
1259,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4171,-2,511724,-0.5,0.5,776344,830688,729763,-2638,111384506
1260,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3295,2,484266,-0.5,0.5,705038,747340,641585,746,25074019
1261,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2933,2,660000,-0.5,0.5,769352,815513,715497,6633,25085756
1262,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,5031,2,472295,-0.5,0.5,851893,911526,783742,-3273,25075793
1263,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2300,2,619140,-0.5,0.5,664833,718020,631591,-8471,25085560
1264,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2303,-2,414889,-0.5,0.5,666277,726242,626300,-7671,111394389
1265,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2862,2,660000,-0.5,0.5,766395,812379,720411,9562,25085678
1266,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4667,2,800000,-0.5,0.5,846375,905621,770201,-5255,25075847
1267,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,5662,2,867000,-0.5,0.5,1080076,1166482,972068,-1636,25075794
1268,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2862,2,630000,-0.5,0.5,748165,800537,695793,3715,25085662
1269,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,5528,2,750000,-0.5,0.5,825715,875258,776172,5727,25074206
1270,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6200,-2,402800,-0.5,0.5,750073,802578,697568,-3147,25075114
1271,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6200,2,307706,-0.5,0.5,757112,810110,704114,-2358,25075107
1272,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4353,2,530865,-0.5,0.5,710210,788333,617883,-2231,25074210
1273,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4636,-2,449226,-0.5,0.5,880498,942133,818863,-3980,25075846
1274,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2781,2,639829,-0.5,0.5,769849,816040,715960,9689,25085654
1275,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2862,2,638010,-0.5,0.5,753676,798897,708455,9348,61175024
1276,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4757,2,800000,-0.5,0.5,855315,915187,786890,-6161,25075845
1277,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2613,2,660000,-0.5,0.5,753329,798529,708129,7468,25085757
1278,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2862,2,630000,-0.5,0.5,752747,797912,707582,6643,60544676
1279,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4748,2,843000,-0.5,0.5,885959,947976,832801,-2537,25075844
1280,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,5824,-2,484705,-0.5,0.5,1065310,1150535,958779,454,25075801
1281,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2738,2,660000,-0.5,0.5,773743,820168,727318,9003,61175023
1282,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,5315,2,693000,-0.5,0.5,827334,885247,777694,4507,25074207
1283,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4682,-2,456106,-0.5,0.5,851964,911601,783807,-4140,25075843
1284,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2237,2,594711,-0.5,0.5,662941,715976,629794,-7992,25085498
1285,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,5227,2,651290,-0.5,0.5,696223,744959,633563,7034,25075802
1286,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,5227,2,449677,-0.5,0.5,837276,887513,770294,3489,25074209
1287,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4587,2,843000,-0.5,0.5,875477,928006,814194,-1713,25075842
1288,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4748,2,793000,-0.5,0.5,863001,914781,802591,-5400,25075803
1289,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2738,2,668264,-0.5,0.5,769587,823458,723412,8767,61175029
1290,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3049,2,581331,-0.5,0.5,754552,799825,701733,2724,60523058
1291,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4503,2,843000,-0.5,0.5,881313,943005,828434,-5497,25075804
1292,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3196,2,645000,-0.5,0.5,768664,814784,722544,9139,61000985
1293,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,5108,2,843000,-0.5,0.5,885847,947856,823838,-2481,25075840
1294,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4830,2,446258,-0.5,0.5,856599,899429,796637,-5180,25075805
1295,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,1,2,8664,2,725000,-0.5,0.5,825020,899272,759018,5648,25074208
1296,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4942,-2,428990,-0.5,0.5,857476,908925,780303,-3628,25075806
1297,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3729,2,660000,-0.5,0.5,783829,830859,728961,7453,61175048
1298,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2862,2,660000,-0.5,0.5,780752,827597,726099,8619,61175026
1299,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2862,2,652975,-0.5,0.5,770419,816644,724194,11426,61175030
1300,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3762,2,660000,-0.5,0.5,793301,840899,737770,5250,61175047
1301,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3813,2,639000,-0.5,0.5,701967,744085,638790,3984,25073971
1302,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3602,2,655000,-0.5,0.5,722838,758980,679468,-970,25074049
1303,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3219,2,593027,-0.5,0.5,719441,762607,683469,1033,25085493
1304,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3294,2,617000,-0.5,0.5,709894,752488,653102,3583,25085473
1305,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3049,2,645000,-0.5,0.5,764760,810646,711227,7314,61175027
1306,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2525,2,600365,-0.5,0.5,687033,748866,638941,-1427,25085538
1307,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,1,2,8781,2,367916,-0.5,0.5,742404,794372,690436,-2482,25074138
1308,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2525,2,617000,-0.5,0.5,689340,744487,647980,-2443,25085533
1309,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2738,2,645000,-0.5,0.5,767450,805822,721403,13207,61175031
1310,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2944,2,660000,-0.5,0.5,778897,825631,724374,7480,61175043
1311,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3501,2,637311,-0.5,0.5,705699,748041,663357,1832,25073997
1312,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2975,-2,370452,-0.5,0.5,722346,758463,679005,223,25085489
1313,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2525,2,617000,-0.5,0.5,686683,734751,638615,-1793,25085507
1314,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,5924,2,843000,-0.5,0.5,890696,944138,828347,-5033,25075800
1315,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2842,-2,388864,-0.5,0.5,720183,756192,676972,-591,25085488
1316,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6012,2,435735,-0.5,0.5,889939,943335,827643,-1239,25075795
1317,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6098,2,654178,1,0.5,719523,755499,669156,2985,25074139
1318,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6282,2,660000,-0.5,0.5,808884,857417,768440,5070,61175028
1319,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3920,2,593027,-0.5,0.5,773043,827156,734391,586,25074140
1320,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3683,2,719783,-0.5,0.5,828552,878265,778839,6804,25073998
1321,0,2,2,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3049,2,644861,-0.5,0.5,769367,807835,723205,12080,61175032
1322,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2878,2,672410,-0.5,0.5,784199,831251,729305,7254,61175042
1323,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2949,2,660000,-0.5,0.5,787428,842548,740182,951,25085542
1324,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3680,2,650000,-0.5,0.5,777298,839482,738433,-848,25074141
1325,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2563,2,617000,-0.5,0.5,692961,741468,630595,2059,25085474
1326,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3701,2,660000,-0.5,0.5,775869,822421,729317,-2251,25085480
1327,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3193,2,670000,-0.5,0.5,806215,854588,757842,1411,25085540
1328,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2595,2,605696,-0.5,0.5,693672,735292,638178,2973,25085478
1329,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3281,2,673138,-0.5,0.5,780266,834885,741253,-1926,25085485
1330,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2949,-2,425455,-0.5,0.5,765237,818804,719323,3373,25085532
1331,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3567,2,670000,-0.5,0.5,793738,849300,738176,-3811,25085482
1332,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3193,2,670000,-0.5,0.5,794019,849600,738438,-1949,25085535
1333,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3453,2,650000,-0.5,0.5,769437,830992,730965,672,25074142
1334,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3787,2,670000,-0.5,0.5,796003,851723,732323,-4105,25085487
1335,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3193,2,670000,-0.5,0.5,795332,851005,731705,-2064,25085530
1336,0,2,-0.5,-1.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3193,-2,422967,-0.5,0.5,775728,830029,721427,-5529,25085510
1337,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3986,2,660000,-0.5,0.5,786163,833333,723270,8534,61175033
1338,0,2,2,-0.5,pleasanton,-2,2,0.5,1.5,1,2,8524,2,305550,-0.5,0.5,1219116,1341028,1072822,17296,25074753
1339,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4062,2,344496,-0.5,0.5,774143,828333,735436,-402,25074143
1340,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4064,2,650000,-0.5,0.5,772493,826568,726143,84,25074144
1341,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3600,2,655000,-0.5,0.5,721259,757322,677983,1765,25074000
1342,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2613,2,597720,-0.5,0.5,675716,729773,621659,-1126,25085491
1343,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4648,2,790000,-0.5,0.5,853599,913351,785311,-6313,25075799
1344,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3258,2,530321,-0.5,0.5,768827,822645,722697,745,25085475
1345,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4704,2,459614,-0.5,0.5,859192,910744,790457,-3852,25075796
1346,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3556,2,617100,-0.5,0.5,772497,826572,733872,-303,25074145
1347,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,5082,2,660000,-0.5,0.5,805048,861401,756745,6136,61175034
1348,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2303,2,600000,-0.5,0.5,667634,721045,620900,-8199,25085541
1349,0,2,-0.5,-1.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3662,2,549043,-0.5,0.5,780123,834732,725514,-5374,25085477
1350,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2798,2,612000,-0.5,0.5,699799,755783,643815,1090,25085481
1351,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6924,2,351675,-0.5,0.5,793114,848632,737596,-1848,25074185
1352,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2303,-2,353783,-0.5,0.5,666588,726581,633259,-8962,25085536
1353,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2303,2,634643,-0.5,0.5,664118,717247,630912,-8253,25085531
1354,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2303,2,591000,-0.5,0.5,664959,718156,631711,-8500,25085509
1355,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4280,2,639000,-0.5,0.5,698852,747772,642944,3248,25074001
1356,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3325,2,593640,-0.5,0.5,762120,823090,724014,1483,25074184
1357,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3484,2,354692,2,0.5,728831,787137,692389,-1729,25074147
1358,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3599,2,486268,-0.5,0.5,624495,686944,580780,-666,25074183
1359,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3411,2,395477,-0.5,0.5,769073,822908,730619,492,25074148
1360,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3493,2,386913,-0.5,0.5,624653,687118,580927,-1594,25074182
1361,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2677,2,612000,-0.5,0.5,695984,751663,640305,1292,25085476
1362,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3998,2,401013,-0.5,0.5,682369,723311,641427,5010,25074150
1363,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3154,2,674178,-0.5,0.5,725679,769220,682138,-923,25074003
1364,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3493,-2,74463,-0.5,0.5,620888,682977,583635,-1733,25074180
1365,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,5742,2,620000,-0.5,0.5,706664,749064,643064,5287,25075798
1366,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,5763,2,126869,-0.5,0.5,699446,748407,643490,5292,25075797
1367,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4565,2,730000,-0.5,0.5,781106,835783,734240,-1689,25074179
1368,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3370,2,399418,-0.5,0.5,774742,828974,736005,239,25074152
1369,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3705,2,103922,-0.5,0.5,718032,761114,674950,1300,25074004
1370,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3130,2,684730,-0.5,0.5,762233,807967,708877,16772,61175036
1371,0,2,0,-0.5,pleasanton,-2,2,0.5,1.5,-2,2,868,2,300000,0.5,0.5,387653,441924,348888,5298,25074550
1372,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3037,2,633000,-0.5,0.5,698109,746977,642260,3366,25073959
1373,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4774,2,515000,-0.5,0.5,640909,698591,596045,-1354,25074155
1374,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2738,2,505359,-0.5,0.5,789564,836938,742190,7721,25085696
1375,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3793,2,515000,-0.5,0.5,629190,685817,585147,-1127,25074156
1376,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3484,2,659247,-0.5,0.5,735161,779271,698403,-2991,25073961
1377,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2984,2,645000,-0.5,0.5,766621,804952,720624,13072,61175035
1378,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3278,2,655000,-0.5,0.5,722011,758112,678690,-1122,25073962
1379,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3691,2,515000,-0.5,0.5,621733,683906,578212,-1420,25074157
1380,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3253,2,484266,-0.5,0.5,707247,756754,650667,1074,25073963
1381,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3387,2,351676,-0.5,0.5,769666,823543,731183,1392,25074176
1382,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3431,2,710000,-0.5,0.5,817229,866263,768195,4920,25073964
1383,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3366,2,571009,-0.5,0.5,720681,756715,677440,393,25073988
1384,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3349,2,394509,-0.5,0.5,731467,775355,687579,-4613,25073965
1385,0,2,-0.5,-1.5,pleasanton,-2,2,0.5,1.5,0,2,4271,-2,80038,-0.5,0.5,635231,686049,590765,-61,25074159
1386,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3978,2,575000,-0.5,0.5,650833,702900,605275,-238,25074175
1387,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4507,2,294236,-0.5,0.5,634149,691222,589759,-1915,25074160
1388,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3441,2,643130,-0.5,0.5,708388,750891,658801,1548,25073967
1389,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3504,2,617000,-0.5,0.5,719157,762306,676008,1841,25085479
1390,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3804,2,447343,-0.5,0.5,818411,867516,769306,5263,25073968
1391,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3923,2,294235,-0.5,0.5,624276,680461,580577,-1579,25074161
1392,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3330,2,405311,-0.5,0.5,836631,878463,778067,7838,25073986
1393,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3345,2,650000,-0.5,0.5,767260,820968,728897,3379,25074162
1394,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3972,2,364237,-0.5,0.5,776751,831124,737913,232,25074173
1395,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3920,2,664044,-0.5,0.5,725654,769193,682115,-1195,25073970
1396,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3399,2,623456,-0.5,0.5,705160,754521,662850,1935,25073985
1397,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4400,2,650000,-0.5,0.5,779333,833886,732573,100,25074163
1398,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3596,2,733139,-0.5,0.5,828234,877928,778540,6049,25073972
1399,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3184,2,639000,-0.5,0.5,701162,750243,638057,3067,25073984
1400,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4744,2,650000,-0.5,0.5,786621,841684,739424,-551,25074164
1401,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,2,2,34848,2,630360,-0.5,0.5,896748,950553,798106,-2227,25073973
1402,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3396,2,375746,-0.5,0.5,722958,759106,672351,-116,25073974
1403,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4474,2,650000,-0.5,0.5,783530,838377,736518,-981,25074165
1404,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3335,2,830000,-0.5,0.5,842019,884120,783078,5967,25073983
1405,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3403,2,363708,-0.5,0.5,771068,825043,732515,2586,25074172
1406,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3791,2,281423,-0.5,0.5,666566,706560,619906,-292,25074166
1407,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4208,2,403567,-0.5,0.5,472258,514761,425032,-895,25083134
1408,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3295,2,651564,-0.5,0.5,729168,765626,685418,-3381,25073982
1409,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3393,2,536838,-0.5,0.5,771030,825002,732479,2869,25074171
1410,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3884,2,361245,-0.5,0.5,704798,747086,655462,3412,25073977
1411,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3832,2,294236,-0.5,0.5,667900,707974,621147,48,25074167
1412,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3396,2,416611,-0.5,0.5,723341,759508,679941,-837,25073981
1413,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0,2,4154,2,648624,-0.5,0.5,698540,747438,635671,3276,25073979
1414,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3894,2,655000,-0.5,0.5,717298,760336,674260,538,25073980
1415,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3830,-2,289693,-0.5,0.5,648072,699918,615668,1556,25083876
1416,0,2,0,-0.5,pleasanton,-2,2,0.5,1.5,-2,2,1121,2,329000,0.5,0.5,403356,431591,363020,3921,25074975
1417,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,5707,-2,244786,-0.5,0.5,668895,715718,622072,2530,25083803
1418,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2558,2,441115,-0.5,0.5,685990,734009,631111,570,25085629
1419,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6856,2,173548,-0.5,0.5,797440,837312,733645,-568,25074315
1420,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,2691,2,575827,-0.5,0.5,720126,763334,684120,3008,25085547
1421,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,6867,2,247326,-0.5,0.5,807111,855538,758684,4536,25074267
1422,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7798,2,190012,-0.5,0.5,803376,851579,755173,2897,25074840
1423,0,2,0.5,-0.5,pleasanton,-2,2,0.5,1.5,1,2,8461,2,685000,-0.5,0.5,776194,830528,721860,-9494,25074825
1424,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3484,2,660000,-0.5,0.5,799298,855249,743347,-756,25085546
1425,0,2,1,-0.5,pleasanton,-2,2,0.5,1.5,-0.5,2,3561,2,521210,-0.5,0.5,799674,855651,751694,3233,25085686
1426,0,2,1.5,-0.5,pleasanton,-2,2,0.5,1.5,0.5,2,7925,2,361460,-0.5,0.5,814322,863181,773606,5353,25074314
