v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23
9758,0,2,0.5,-0.5,Santa Cruz,-2,-2,0,0.5,0.5,2,5619,2,456874,-0.5,0,616329,671799,548533,7528,16147916,0
9759,0,2,0.5,-0.5,Santa Cruz,-2,-2,0,0.5,0.5,2,6011,2,510015,-0.5,0,724177,811078,673485,-2003,16107070,0
9760,0,2,0,-0.5,Santa Cruz,-2,-2,0,0.5,-2,2,435,2,307650,-0.5,0,420648,479539,361757,5004,16129091,0
9761,0,2,1.5,-0.5,Santa Cruz,-2,-2,0,0.5,0,2,4835,2,1202800,-0.5,0,2372233,2728068,1945231,3123,16126191,0
9762,0,2,1.5,-0.5,Santa Cruz,-2,-2,0,0.5,-0.5,2,2178,2,513600,-0.5,0,636840,675050,585893,-2272,16102489,0
9763,0,2,1.5,-0.5,Santa Cruz,-2,-2,0,0.5,0.5,2,6968,2,373829,-0.5,0,1491908,1685856,1297960,46862,16103848,0
9764,0,2,-0.5,-1.5,Santa Cruz,-2,-2,0,0.5,-2,2,435,2,284280,0.5,0,315731,347304,299944,-2360,16106002,0
9765,0,2,0.5,-0.5,Santa Cruz,-2,-2,0,0.5,0.5,2,5881,2,385819,-0.5,0,599411,635376,563446,-3044,16109414,0
9766,0,2,-0.5,-0.5,Santa Cruz,-2,-2,0,0.5,-1.5,2,1742,2,276790,0.5,0,363799,425645,309229,-3999,16126893,0
9767,0,2,-0.5,-0.5,Santa Cruz,-2,-2,0,0.5,-0.5,2,2178,2,356160,-0.5,0,440793,467241,405530,952,16104602,0
9768,0,2,0.5,-0.5,Santa Cruz,-2,-2,0,0.5,1,2,10890,2,556470,1.5,0,686519,762036,597272,3586,16123573,0
9769,0,2,-0.5,-1.5,Santa Cruz,-2,-2,0,0.5,-2,2,697,2,104012,0.5,0,201858,260397,135245,-4565,16124722,0
9770,0,2,0.5,-0.5,Santa Cruz,-2,-2,0,0.5,1,2,12632,2,88937,-0.5,0,687213,728446,611620,-1031,16163606,0
9771,0,2,1.5,-0.5,Santa Cruz,-2,-2,0,0.5,1,2,14200,2,219391,-0.5,0,748695,823564,673826,3153,16148316,0
9772,0,2,0.5,-0.5,Santa Cruz,-2,-2,0,0.5,0.5,2,6969,2,629190,-0.5,0,766291,819931,712651,-5992,16101772,0
9773,0,2,1,-0.5,Santa Cruz,-2,-2,0,0.5,0,2,4791,2,323178,-0.5,0,717649,789414,667414,4289,16111986,0
9774,0,2,0.5,-0.5,Santa Cruz,-2,-2,0,0.5,1,2,8407,2,281930,-0.5,0,634781,710955,596694,5394,16111274,0
9775,0,2,1.5,-0.5,Santa Cruz,-2,-2,0,0.5,-2,2,871,2,269506,1,0,389912,463995,327526,-930,16123889,0
9776,0,2,1.5,-0.5,Santa Cruz,-2,-2,0,0.5,-2,2,1306,2,427936,0.5,0,681682,736217,647598,-4048,16113377,0
9777,0,2,1,-0.5,Santa Cruz,-2,-2,0,0.5,-1.5,2,1873,2,564940,-0.5,0,616145,653114,579176,-1235,54894284,0
9778,0,2,0.5,-0.5,Santa Cruz,-2,-2,0,0.5,0,2,4791,2,510008,-0.5,0,652753,691918,620115,-2603,16110952,0
9779,0,2,0.5,-0.5,Santa Cruz,-2,-2,0,0.5,1.5,2,15246,2,80437,-0.5,0,599465,719358,521535,-3361,16163397,0
9780,0,2,0.5,-0.5,Santa Cruz,-2,-2,0,0.5,0,2,4617,2,390100,-0.5,0,615956,652913,560520,8496,16110003,0
9781,0,2,2,-0.5,Santa Cruz,-2,-2,0,0.5,0,2,4791,2,777135,-0.5,0,859058,919192,790333,-3357,16102536,0
9782,0,2,-0.5,-1.5,Santa Cruz,-2,-2,0,0.5,0.5,2,5009,2,910517,-0.5,0,1318998,1450898,1147528,17873,16105524,0
9783,0,2,1.5,-0.5,Santa Cruz,-2,-2,0,0.5,1,2,8276,2,753898,-0.5,0,1527555,1634484,1328973,-1266,16105155,0
9784,0,2,-0.5,-0.5,Santa Cruz,-2,-2,0,0.5,0.5,2,5097,2,473664,-0.5,0,666996,780385,593626,-15292,16103125,0
9785,0,2,0.5,-0.5,Santa Cruz,-2,-2,0,0.5,0.5,2,6055,2,533500,-0.5,0,608307,650888,565726,604,16124279,0
9786,0,2,-0.5,-0.5,Santa Cruz,-2,-2,0,0.5,-0.5,2,2178,2,253210,-0.5,0,553395,597667,514657,12121,16106183,0
9787,0,2,1.5,-0.5,Santa Cruz,-2,-2,0,0.5,-0.5,2,3920,2,1184500,-0.5,0,1380744,1546433,1132210,2180,16112355,0
9788,0,2,1.5,-0.5,Santa Cruz,-2,-2,0,0.5,-2,2,915,2,296000,-0.5,0,416990,467029,379461,-151,16123411,0
9789,0,2,0.5,-0.5,Santa Cruz,-2,-2,0,0.5,-2,2,828,2,265600,0.5,0,364579,382808,335413,-2020,16101964,0
9790,0,2,2,-0.5,Santa Cruz,-2,-2,0,0.5,0,2,4356,2,1236000,-0.5,0,1587583,1793969,1460576,-837,16103750,0
9791,0,2,0.5,-0.5,Santa Cruz,-2,-2,0,0.5,-2,2,1002,2,340844,0.5,0,380572,399601,361543,730,16124108,0
9792,0,2,0.5,-0.5,Santa Cruz,-2,-2,0,0.5,1,2,10454,2,248454,-0.5,0,587755,634775,552490,-3835,16109497,0
9793,0,2,-0.5,-1.5,Santa Cruz,-2,-2,0,0.5,1.5,2,18295,2,982085,2,0,884278,963863,787007,6759,16123043,0
9794,0,2,1.5,-0.5,Santa Cruz,-2,-2,0,0.5,0.5,2,5226,2,301251,-0.5,0,987257,1115600,858914,-4992,16103191,0
9795,0,2,0.5,-0.5,Santa Cruz,-2,-2,0,0.5,0,2,4791,2,199992,-0.5,0,1080587,1188646,929305,3212,16103674,0
9796,0,2,-0.5,-0.5,Santa Cruz,-2,-2,0,0.5,0.5,2,6229,2,44534,-0.5,0,554771,599153,521485,1287,16110981,0
9797,0,2,1.5,-0.5,Santa Cruz,-2,-2,0,0.5,-0.5,2,2004,2,714887,-0.5,0,704279,767664,662022,-6301,95284694,0
9798,0,2,0.5,-0.5,Santa Cruz,-2,-2,0,0.5,1,2,8668,2,336057,-0.5,0,506703,577641,481368,-3821,16124175,0
9799,0,2,1.5,-0.5,Santa Cruz,-2,-2,0,0.5,0,2,4790,2,313793,-0.5,0,963102,1078674,847530,6628,16104851,0
9800,0,2,0.5,-0.5,Santa Cruz,-2,-2,0,0.5,-1.5,2,1741,2,471740,-0.5,0,585618,679317,550481,4302,16105765,0
9801,0,2,0.5,-0.5,Santa Cruz,-2,-2,0,0.5,0.5,2,7405,2,215601,-0.5,0,404427,461047,343763,-474,16112803,0
9802,0,2,-0.5,-1.5,Santa Cruz,-2,-2,0,0.5,0.5,2,5968,2,574148,2,0,807306,896110,702356,-13181,16105244,0
9803,0,2,1.5,-0.5,Santa Cruz,-2,-2,0,0.5,1,2,9452,2,904855,-0.5,0,975582,1063384,878024,5944,35756974,0
9804,0,2,0.5,-0.5,Santa Cruz,-2,-2,0,0.5,0.5,2,5880,2,318275,-0.5,0,594033,683138,546510,-1522,16126388,0
9805,0,2,-0.5,-0.5,Santa Cruz,-2,-2,0,0.5,1,2,9147,2,409050,-0.5,0,589431,666057,542277,7676,16110213,0
9806,0,2,0.5,-0.5,Santa Cruz,-2,-2,0,0.5,0.5,2,6534,2,551709,-0.5,0,735982,809580,669744,6330,16102984,0
9807,0,2,1,-0.5,Santa Cruz,-2,-2,0,0.5,0,2,4791,2,656100,-0.5,0,801817,881999,721635,7315,16109984,0
9808,0,2,2,-0.5,Santa Cruz,-2,-2,0,0.5,2,2,427367,2,111421,-0.5,0,828532,919671,753964,-13031,115825319,0
9809,0,2,1.5,-0.5,Santa Cruz,-2,-2,0,0.5,-2,2,1306,2,284177,0.5,0,514520,565972,463068,2304,16109128,0
9810,0,2,0.5,-0.5,Santa Cruz,-2,-2,0,0.5,0.5,2,5662,2,115762,2,0,584503,631263,549433,2350,16111828,0
9811,0,2,0.5,-0.5,Santa Cruz,-2,-2,0,0.5,1,2,9147,2,135238,-0.5,0,514256,581109,483401,-304,16123390,0
9812,0,2,-0.5,-0.5,Santa Cruz,-2,-2,0,0.5,0,2,4791,2,31649,-0.5,0,430534,477893,391786,719,16104310,0
9813,0,2,-0.5,-1.5,Santa Cruz,-2,-2,0,0.5,1,2,10454,2,416615,-0.5,0,568057,886169,397640,16663,16125672,0
9814,0,2,0.5,-0.5,Santa Cruz,-2,-2,0,0.5,0.5,2,7405,2,584800,-0.5,0,710956,760723,661189,-3293,16107586,0
9815,0,2,-0.5,-0.5,Santa Cruz,-2,-2,0,0.5,0.5,2,5663,2,284362,-0.5,0,672390,739629,618599,-2803,16129516,0
9816,0,2,-0.5,-0.5,Santa Cruz,-2,-2,0,0.5,0.5,2,6186,2,1030000,-0.5,0,1557897,1666950,1402107,-18706,16112240,0
9817,0,2,0.5,-0.5,Santa Cruz,-2,-2,0,0.5,0.5,2,5271,2,358792,-0.5,0,628634,678925,584630,-11910,16101855,0
9818,0,2,-0.5,-0.5,Santa Cruz,-2,-2,0,0.5,1,2,8276,2,548050,-0.5,0,702885,759116,653683,-1625,16129206,0
9819,0,2,-0.5,-0.5,Santa Cruz,-2,-2,0,0.5,1,2,9583,2,376000,-0.5,0,544132,663841,451630,53750,16123383,0
9820,0,2,0.5,-0.5,Santa Cruz,-2,-2,0,0.5,1,2,8276,2,489365,-0.5,0,748387,815742,666064,-3685,16105243,0
9821,0,2,1.5,-0.5,Santa Cruz,-2,-2,0,0.5,0.5,2,5662,2,439660,-0.5,0,633499,709519,551144,-3,16123481,0
9822,0,2,-0.5,-0.5,Santa Cruz,-2,-2,0,0.5,0,2,4791,2,45662,-0.5,0,633054,690029,588740,1883,16130027,0
9823,0,2,1.5,-0.5,Santa Cruz,-2,-2,0,0.5,0.5,2,6969,2,684000,-0.5,0,861036,938529,792153,-4961,16123341,0
9824,0,2,0.5,-0.5,Santa Cruz,-2,-2,0,0.5,0.5,2,7753,2,297709,-0.5,0,465984,531222,414726,-7538,16109678,0
9825,0,2,0.5,-0.5,Santa Cruz,-2,-2,0,0.5,0.5,2,5097,2,615000,-0.5,0,776753,932104,668008,-9134,16104247,0
9826,0,2,-0.5,-0.5,Santa Cruz,-2,-2,0,0.5,1,2,9365,2,69069,-0.5,0,724339,796773,666392,12211,16108133,0
9827,0,2,0.5,-0.5,Santa Cruz,-2,-2,0,0.5,0.5,2,6708,2,465749,-0.5,0,539570,593527,496404,-2829,16123816,0
9828,0,2,1.5,-0.5,Santa Cruz,-2,-2,0,0.5,-0.5,2,2222,2,541816,-0.5,0,619617,650598,582440,-3251,16102546,0
9829,0,2,-0.5,-0.5,Santa Cruz,-2,-2,0,0.5,0.5,2,6534,2,207517,-0.5,0,545920,600512,507706,-1548,16110805,0
9830,0,2,0.5,-0.5,Santa Cruz,-2,-2,0,0.5,0.5,2,6534,2,697710,-0.5,0,1595347,1675114,1435812,-10768,16126193,0
9831,0,2,2,-0.5,Santa Cruz,-2,-2,0,0.5,1,2,13068,2,755502,-0.5,0,1628890,1808068,1514868,-4018,16112436,0
9832,0,2,1.5,-0.5,Santa Cruz,-2,-2,0,0.5,1,2,11761,2,937601,-0.5,0,1640611,1853890,1492956,-9585,16107060,0
9833,0,2,2,-0.5,Santa Cruz,-2,-2,0,0.5,0,2,4356,2,455571,-0.5,0,769832,1000782,638961,-10686,16125832,0
9834,0,2,0.5,-0.5,Santa Cruz,-2,-2,0,0.5,0.5,2,7275,2,81791,-0.5,0,751562,804171,698953,-7092,16101691,0
9835,0,2,1.5,-0.5,Santa Cruz,-2,-2,0,0.5,1,2,11543,2,495792,-0.5,0,904840,986276,832453,-385,16108923,0
9836,0,2,-0.5,-0.5,Santa Cruz,-2,-2,0,0.5,1,2,10062,2,839500,-0.5,0,1044317,1127862,939885,7861,96060960,0
9837,0,2,0.5,-0.5,Santa Cruz,-2,-2,0,0.5,0,2,4791,2,542230,-0.5,0,690270,773102,655757,3121,16101505,0
9838,0,2,1.5,-0.5,Santa Cruz,-2,-2,0,0.5,1,2,10454,2,449329,-0.5,0,725214,797735,659945,-9754,16100745,0
9839,0,2,0.5,-0.5,Santa Cruz,-2,-2,0,0.5,0,2,4966,2,189491,-0.5,0,1715855,2522307,995196,-3635,16101267,0
9840,0,2,0.5,-0.5,Santa Cruz,-2,-2,0,0.5,1.5,2,24393,2,624000,-0.5,0,616602,727590,499448,-43,16129230,0
9841,0,2,-0.5,-0.5,Santa Cruz,-2,-2,0,0.5,2,2,215143,2,326180,-0.5,0,339808,434954,302429,-7479,16151661,0
9842,0,2,0.5,-0.5,Santa Cruz,-2,-2,0,0.5,0.5,2,6360,2,334585,-0.5,0,609868,713546,542783,-49694,16103003,0
9843,0,2,-0.5,-0.5,Santa Cruz,-2,-2,0,0.5,-1.5,2,1742,2,131808,0.5,0,340339,360759,316515,-1610,16102090,0
9844,0,2,-0.5,-0.5,Santa Cruz,-2,-2,0,0.5,-0.5,2,2831,2,414800,-0.5,0,740841,822334,688982,-1777,16106268,0
9845,0,2,1.5,-0.5,Santa Cruz,-2,-2,0,0.5,-0.5,2,3920,2,275724,-0.5,0,593966,671182,540509,-10333,16123877,0
9846,0,2,-0.5,-0.5,Santa Cruz,-2,-2,0,0.5,0.5,2,6011,2,113135,-0.5,0,501363,561527,466268,-2621,16104191,0
9847,0,2,0.5,-0.5,Santa Cruz,-2,-2,0,0.5,1.5,2,16771,2,102720,-0.5,0,722342,758459,664555,-2469,16148713,0
9848,0,2,0.5,-0.5,Santa Cruz,-2,-2,0,0.5,0.5,2,5489,2,371826,-0.5,0,521800,563544,495710,-2920,16106332,0
9849,0,2,0.5,-0.5,Santa Cruz,-2,-2,0,0.5,0.5,2,7100,2,509250,-0.5,0,624727,662211,587243,284,16163424,0
9850,0,2,-0.5,-1.5,Santa Cruz,-2,-2,0,0.5,0.5,2,6098,2,402924,-0.5,0,587720,628860,540702,854,16126387,0
9851,0,2,1.5,-0.5,Santa Cruz,-2,-2,0,0.5,-2,2,871,2,327750,0.5,0,421370,459293,375019,-9034,16123894,0
9852,0,2,-0.5,-1.5,Santa Cruz,-2,-2,0,0.5,0.5,2,5270,2,127454,-0.5,0,532269,601464,436461,-11352,16129475,0
9853,0,2,-0.5,-0.5,Santa Cruz,-2,-2,0,0.5,-1.5,2,1742,2,270270,0.5,0,334053,357437,317350,-2295,16102079,0
9854,0,2,-0.5,-1.5,Santa Cruz,-2,-2,0,0.5,1,2,12196,2,1349016,2,0,1340710,1474781,1206639,-12081,16108185,0
9855,0,2,2,-0.5,Santa Cruz,-2,-2,0,0.5,1.5,2,16379,2,777427,-0.5,0,1330677,1437131,1250836,-3098,16109114,0
9856,0,2,1,-0.5,Santa Cruz,-2,-2,0,0.5,0,2,4356,2,465460,-0.5,0,720479,806936,634022,5919,64970511,0
9857,0,2,1.5,-0.5,Santa Cruz,-2,-2,0,0.5,-2,2,1306,2,254251,0.5,0,411338,444245,378431,-618,16126957,0
9858,0,2,0.5,-0.5,Santa Cruz,-2,-2,0,0.5,-1.5,2,1742,2,238366,0.5,0,422813,456638,376304,-1044,16126904,0
9859,0,2,0.5,-0.5,Santa Cruz,-2,-2,0,0.5,0.5,2,5401,2,65385,-0.5,0,638662,702528,581182,2250,16104079,0
9860,0,2,-0.5,-0.5,Santa Cruz,-2,-2,0,0.5,-0.5,2,3049,2,432000,-0.5,0,528394,570666,496690,-2926,16104355,0
9861,0,2,0.5,-0.5,Santa Cruz,-2,-2,0,0.5,2,2,89298,2,131867,-0.5,0,740081,799287,666073,-3964,16162715,0
9862,0,2,1.5,-0.5,Santa Cruz,-2,-2,0,0.5,1,2,9322,2,573045,-0.5,0,715011,786512,650660,-1971,16163852,0
9863,0,2,0.5,-0.5,Santa Cruz,-2,-2,0,0.5,0.5,2,7840,2,78256,-0.5,0,797772,901482,717995,10886,16101323,0
9864,0,2,0.5,-0.5,Santa Cruz,-2,-2,0,0.5,0.5,2,6316,2,480000,-0.5,0,615085,664292,584331,-4938,16106345,0
9865,0,2,-0.5,-0.5,Santa Cruz,-2,-2,0,0.5,0,2,4966,2,40955,-0.5,0,487665,624211,424269,-838,16126617,0
9866,0,2,0.5,-0.5,Santa Cruz,-2,-2,0,0.5,1,2,9583,2,147541,-0.5,0,732332,812889,681069,3712,16106981,0
9867,0,2,-0.5,-0.5,Santa Cruz,-2,-2,0,0.5,-0.5,2,2612,2,275863,-0.5,0,619895,663288,570303,305,16129714,0
9868,0,2,0.5,-0.5,Santa Cruz,-2,-2,0,0.5,2,2,487611,2,111925,-0.5,0,629200,679536,585156,3219,16162634,0
9869,0,2,0.5,-0.5,Scotts Valley,-2,2,0.5,1.5,2,2,29620,2,212155,-0.5,0,654375,719812,615112,2516,16121145,0
9870,0,2,1.5,-0.5,Scotts Valley,-2,2,0.5,1.5,1.5,2,21780,2,485900,-0.5,0,807489,855938,750965,4352,16122067,0
9871,0,2,0.5,-0.5,Scotts Valley,-2,2,0.5,1.5,1,2,9583,2,464360,-0.5,0,645975,704113,587837,7111,16120176,0
9872,0,2,1,-0.5,Scotts Valley,-2,2,0.5,1.5,-0.5,2,3223,2,561600,-0.5,0,601316,631382,565237,3961,16121515,0
9873,0,2,2,-0.5,Scotts Valley,-2,2,0.5,1.5,2,2,152460,2,1403272,-0.5,0,1544041,1698445,1327875,-10320,16151739,0
9874,0,2,1.5,-0.5,Scotts Valley,-2,2,0.5,1.5,-1.5,2,1525,2,402463,0.5,0,448283,497594,398972,-1575,61262739,0
9875,0,2,0.5,-0.5,Scotts Valley,-2,2,0.5,1.5,1,2,10890,2,503464,-0.5,0,599072,641007,557137,-4330,16122577,0
9876,0,2,-0.5,-1.5,SCOTTS VALLEY,-2,2,0.5,1.5,2,2,26571,2,1297,-0.5,0,120056,156073,91243,-905,16121365,0
9877,0,2,1.5,-0.5,Scotts Valley,-2,2,0.5,1.5,-0.5,2,3528,2,340379,-0.5,0,611203,641763,568419,1509,16121511,0
9878,0,2,0.5,-0.5,Scotts Valley,-2,2,0.5,1.5,1,2,13068,2,93182,-0.5,0,625103,656358,593848,2095,16120148,0
9879,0,2,1,-0.5,Scotts Valley,-2,2,0.5,1.5,1.5,2,19079,2,828506,-0.5,0,1190159,1285372,1118749,-3459,16121909,0
9880,0,2,0.5,-0.5,Scotts Valley,-2,2,0.5,1.5,1,2,10454,2,484160,-0.5,0,646736,698475,614399,-800,16122562,0
9881,0,2,0.5,-0.5,Scotts Valley,-2,2,0.5,1.5,1,2,12023,2,177891,-0.5,0,513173,579885,456724,5091,16121789,0
9882,0,2,1.5,-0.5,Scotts Valley,-2,2,0.5,1.5,0.5,2,7841,2,521221,-0.5,0,917928,973004,844494,785,16122134,0
9883,0,2,0.5,-0.5,Scotts Valley,-2,2,0.5,1.5,-2,2,1176,2,390000,-0.5,0,502796,573187,442460,-2843,16120442,0
9884,0,2,0.5,-0.5,Scotts Valley,-2,2,0.5,1.5,1.5,2,24393,2,407850,-0.5,0,830777,905547,714468,-720,16151624,0
9885,0,2,0.5,-0.5,Scotts Valley,-2,2,0.5,1.5,1,2,13068,2,388800,-0.5,0,709287,758937,652544,-1681,16120216,0
9886,0,2,0.5,-0.5,Scotts Valley,-2,2,0.5,1.5,1,2,13939,2,296073,-0.5,0,773618,850980,711729,-2374,16120187,0
9887,0,2,-0.5,-0.5,Scotts Valley,-2,2,0.5,1.5,1.5,2,15246,2,95428,-0.5,0,462472,499470,416225,1145,16152228,0
9888,0,2,1.5,-0.5,Scotts Valley,-2,2,0.5,1.5,-0.5,2,3485,2,560000,-0.5,0,693478,755891,651869,-2537,16121402,0
9889,0,2,1.5,-0.5,Scotts Valley,-2,2,0.5,1.5,1.5,2,21301,2,861629,-0.5,0,1179660,1368406,1038101,18365,16151609,0
9890,0,2,1,-0.5,Scotts Valley,-2,2,0.5,1.5,1.5,2,16117,2,211933,-0.5,0,799033,878936,751091,1033,16122332,0
9891,0,2,0.5,-0.5,Scotts Valley,-2,2,0.5,1.5,-0.5,2,2919,2,72187,-0.5,0,515412,587570,479333,5362,16120054,0
9892,0,2,1.5,-0.5,Scotts Valley,-2,2,0.5,1.5,1,2,8930,2,139571,-0.5,0,657860,697332,618388,-7469,16120875,0
9893,0,2,0.5,-0.5,Scotts Valley,-2,2,0.5,1.5,0.5,2,7840,2,579375,-0.5,0,636017,680538,578775,10222,16151439,0
9894,0,2,1.5,-0.5,Scotts Valley,-2,2,0.5,1.5,-1.5,2,1742,2,456000,-0.5,0,632256,676514,587998,1748,16121034,0
9895,0,2,1,-0.5,Scotts Valley,-2,2,0.5,1.5,2,2,70044,2,337331,-0.5,0,1088760,1230299,947221,38868,16152211,0
9896,0,2,0.5,-0.5,Scotts Valley,-2,2,0.5,1.5,1.5,2,20037,2,648900,-0.5,0,748512,845819,696116,-3126,16120598,0
9897,0,2,0.5,-0.5,Scotts Valley,-2,2,0.5,1.5,-1.5,2,1655,2,390000,0.5,0,397508,429309,357757,8387,69307710,0
9898,0,2,0.5,-0.5,Scotts Valley,-2,2,0.5,1.5,2,2,37679,2,225393,-0.5,0,513699,539384,477740,-6760,16122482,0
9899,0,2,0.5,-0.5,Scotts Valley,-2,2,0.5,1.5,2,2,27138,2,74588,-0.5,0,662456,741951,589586,3482,16120927,0
9900,0,2,-0.5,-1.5,Scotts Valley,-2,2,0.5,1.5,2,2,138085,2,288000,-0.5,0,483921,537152,435529,-22258,16122318,0
9901,0,2,1.5,-0.5,Scotts Valley,-2,2,0.5,1.5,1.5,2,20777,2,101364,-0.5,0,753643,813934,693352,2527,16121917,0
9902,0,2,0.5,-0.5,Scotts Valley,-2,2,0.5,1.5,1,2,14374,2,283504,-0.5,0,436083,466609,405557,-2082,16151945,0
9903,0,2,0.5,-0.5,Scotts Valley,-2,2,0.5,1.5,1.5,2,17554,2,105358,-0.5,0,617731,660972,580667,-6026,16122331,0
9904,0,2,1.5,-0.5,Scotts Valley,-2,2,0.5,1.5,1.5,2,16988,2,416586,-0.5,0,770753,840121,724508,-4862,16122480,0
9905,0,2,1.5,-0.5,Scotts Valley,-2,2,0.5,1.5,2,2,25264,2,863200,-0.5,0,1094337,1149054,1039620,18925,51474236,0
9906,0,2,1.5,-0.5,Scotts Valley,-2,2,0.5,1.5,0.5,2,6316,2,591760,-0.5,0,679794,734178,632208,-1320,16122020,0
9907,0,2,0.5,-0.5,Scotts Valley,-2,2,0.5,1.5,1,2,11805,2,467255,-0.5,0,720832,785707,655957,16161,64970878,0
9908,0,2,1.5,-0.5,Scotts Valley,-2,2,0.5,1.5,0.5,2,7275,2,685000,-0.5,0,818033,858935,760771,150,16122170,0
9909,0,2,0.5,-0.5,Scotts Valley,-2,2,0.5,1.5,-0.5,2,2613,2,199636,0.5,0,386248,405560,366936,1203,16121068,0
9910,0,2,0.5,-0.5,Scotts Valley,-2,2,0.5,1.5,1,2,9888,2,47077,-0.5,0,517091,584313,465382,6113,16121937,0
9911,0,2,1.5,-0.5,Scotts Valley,-2,2,0.5,1.5,1.5,2,23086,2,580000,-0.5,0,761026,890400,662093,1619,16151586,0
9912,0,2,2,-0.5,Scotts Valley,-2,2,0.5,1.5,0.5,2,7317,2,754000,-0.5,0,932113,997361,848223,-1034,64970850,0
9913,0,2,2,-0.5,Scotts Valley,-2,2,0.5,1.5,2,2,32234,2,1198212,-0.5,0,1445821,1518112,1373530,-21028,16122791,0
9914,0,2,-0.5,-0.5,Scotts Valley,-2,2,0.5,1.5,1,2,10890,2,435375,-0.5,0,469926,512219,408836,-772,16152235,0
9915,0,2,0.5,-0.5,Scotts Valley,-2,2,0.5,1.5,0.5,2,7535,2,518950,-0.5,0,642774,681340,610635,-389,16122526,0
9916,0,2,0.5,-0.5,Scotts Valley,-2,2,0.5,1.5,2,2,51836,2,243176,-0.5,0,491376,530686,447152,11670,16160722,0
9917,0,2,1.5,-0.5,Scotts Valley,-2,2,0.5,1.5,-0.5,2,3354,2,406800,-0.5,0,631440,688270,568296,-2255,16120117,0
9918,0,2,0.5,-0.5,Scotts Valley,-2,2,0.5,1.5,2,2,123710,2,489600,-0.5,0,673657,741023,613028,7721,16161318,0
9919,0,2,2,-0.5,Scotts Valley,-2,2,0.5,1.5,0.5,2,6098,2,889900,-0.5,0,1085548,1139825,987849,1700,64970837,0
9920,0,2,0.5,-0.5,Scotts Valley,-2,2,0.5,1.5,1,2,9147,2,606300,-0.5,0,640204,678616,608194,-5148,16120259,0
9921,0,2,1.5,-0.5,Scotts Valley,-2,2,0.5,1.5,1,2,10890,2,772587,-0.5,0,826963,876581,769076,-2779,80134652,0
9922,0,2,1,-0.5,Scotts Valley,-2,2,0.5,1.5,2,2,25569,2,666468,-0.5,0,1027541,1099469,945338,30633,16151582,0
9923,0,2,1.5,-0.5,Scotts Valley,-2,2,0.5,1.5,2,2,50529,2,293319,-0.5,0,800228,856244,744212,-403,16121734,0
9924,0,2,1,-0.5,Scotts Valley,-2,2,0.5,1.5,-0.5,2,2657,2,427261,-0.5,0,624366,661828,586904,4501,16121103,0
9925,0,2,0.5,-0.5,Scotts Valley,-2,2,0.5,1.5,1,2,11325,2,53065,-0.5,0,468069,519557,421262,1552,16122410,0
9926,0,2,1.5,-0.5,Scotts Valley,-2,2,0.5,1.5,1,2,13721,2,280429,-0.5,0,738905,798017,665015,3039,16120201,0
9927,0,2,2,-0.5,Scotts Valley,-2,2,0.5,1.5,1.5,2,16335,2,584328,-0.5,0,1136361,1238633,1079543,3665,16120359,0
9928,0,2,-0.5,-1.5,Scotts Valley,-2,2,0.5,1.5,0.5,2,6273,2,142318,-0.5,0,0,0,0,0,112770512,1
9929,0,2,1.5,-0.5,Scotts Valley,-2,2,0.5,1.5,2,2,27791,2,683380,-0.5,0,868968,912416,799451,-15175,16120730,0
9930,0,2,2,-0.5,Scotts Valley,-2,2,0.5,1.5,1.5,2,21780,2,1534115,-0.5,0,1524850,1601092,1448608,780,16122804,0
9931,0,2,0.5,-0.5,Scotts Valley,-2,2,0.5,1.5,1,2,8843,2,391551,-0.5,0,642533,681085,597556,-3694,16121998,0
9932,0,2,-0.5,-1.5,Scotts Valley,-2,2,0.5,1.5,0.5,2,6360,2,143530,-0.5,0,0,0,0,0,112773590,1
9933,0,2,0.5,-0.5,Scotts Valley,-2,2,0.5,1.5,-0.5,2,2439,2,414800,-0.5,0,562222,595955,517244,-117,64970832,0
9934,0,2,1.5,-0.5,Scotts Valley,-2,2,0.5,1.5,-0.5,2,3920,2,491400,0.5,0,593021,634532,545579,-1948,16121601,0
9935,0,2,1,-0.5,Scotts Valley,-2,2,0.5,1.5,1,2,8712,2,315459,-0.5,0,666294,726260,619653,-2820,16120288,0
9936,0,2,0.5,-0.5,Scotts Valley,-2,2,0.5,1.5,1,2,13503,2,94745,-0.5,0,632061,676305,600458,-1921,16122603,0
9937,0,2,1.5,-0.5,Scotts Valley,-2,2,0.5,1.5,1,2,8320,2,533563,-0.5,0,859064,919198,798930,-4278,16122228,0
9938,0,2,0.5,-0.5,Scotts Valley,-2,2,0.5,1.5,1,2,9583,2,409959,-0.5,0,789050,852174,733816,3182,16120181,0
9939,0,2,1,-0.5,Scotts Valley,-2,2,0.5,1.5,0,2,4356,2,500250,-0.5,0,657459,736354,611437,4618,16121780,0
9940,0,2,0.5,-0.5,Scotts Valley,-2,2,0.5,1.5,0.5,2,6055,2,336998,-0.5,0,541958,574475,514860,-2107,16120823,0
9941,0,2,0.5,-0.5,Scotts Valley,-2,2,0.5,1.5,1.5,2,23958,2,240158,-0.5,0,535126,593990,476262,4979,16122291,0
9942,0,2,-0.5,-0.5,Scotts Valley,-2,2,0.5,1.5,2,2,1002751,2,214509,-0.5,0,733103,813744,630469,24979,16153864,1
